AD043,AD111,AD114,AD115,AD118,AD119,AD120,AD122,AD123,AD127,AD130,AD131,AD136,AD157,AD158,AD159,AD162,AD163,AD164,AD167,AD169,AD170,AD172,AD173,AD177,AD178,AD179,AD183,AD185,AD186,AD187,AD188,AD201,AD202,AD203,AD207,AD208,AD210,AD212,AD213,AD218,AD221,AD224,AD225,AD226,AD228,AD230,AD232,AD234,AD236,AD238,AD239,AD240,AD241,AD243,AD247,AD249,AD250,AD252,AD253,AD255,AD258,AD259,AD260,AD261,AD262,AD266,AD267,AD268,AD269,AD275,AD276,AD277,AD283,AD285,AD287,AD294,AD295,AD296,AD299,AD301,AD302,AD304,AD305,AD308,AD309,AD311,AD313,AD314,AD315,AD317,AD318,AD320,AD323,AD327,AD330,AD331,AD332,AD334,AD335,AD336,AD337,AD338,AD340,AD341,AD346,AD347,AD350,AD351,AD352,AD353,AD355,AD356,AD360,AD361,AD362,AD363,AD366,AD367,AD368,AD370,AD374,AD375,AD379,AD382,AD383,AD384,AD10T1,AD15T1,AD16T2,AD18T1,AD19T1,AD1T1,AD2T1,AD31,AD3T1,AD4T1,AD5T1,AD7T1,NL1179,NL1675,NL1698,NL1884,NL2378,NL2562,NL268,NL279,NL3104,NL3681,NL4083,NL4353,NL504,NL6084,NL6853,NL6943,NL7530
359.79,345.22,759.09,721.905,1075.75,552.98,1822.34,632.94,1042.34,1174.03,225.13,177.1,934.75,268.37,687.135,846.66,743.95,100.28,961.525,400.245,709.295,69.9867,455.75,297.31,652.63,236.8,394.835,300.285,583.06,32.9,1427.58,298.62,256.82,515.07,394.58,300.07,989.77,457.59,509.36,270.13,315.69,300.49,358.78,925.37,581.61,264.02,326.4,460.21,334.27,364,472.82,522.72,409.07,488.75,1050.33,793.05,514.17,466.61,381.18,2115.08,532.143,935.357,984.51,678.4,1039.16,428.285,412.59,354.86,144.167,751.5,492.63,431.62,1000.38,874.53,584.16,1269.75,722.13,284.49,1202.44,682.505,344.595,570.595,759.91,755.28,403.42,175.04,862.515,761.62,571.93,600.79,157.13,589.53,604.99,1097.69,376.355,997.58,193.64,462.8,1003.95,1639.16,391.28,430.18,565.24,866.295,810.97,824.445,619.59,752.665,315.81,266.85,368.62,510.81,694.65,414.89,726.76,442.73,1220.93,374.61,456.06,1696.71,917.16,378.41,944.55,862.515,288.18,1811.27,371.095,387.74,833.07,475.88,719.87,432.58,1095.32,279.24,149.85,634.89,1485.27,0,422.4,874.68,1345.86,1082.05,1759.21,949.22,1049.28,1668.76,1004.6,1187.96,1426.62,994.59,684.02,1274.7,777.93,1272.32,1219.78,943.73
8.11,57.96,51.995,20.78,22.32,78.21,29.43,16.7,17.42,38.84,16.18,108.88,42.06,19.98,71.325,70.27,10.79,43.24,55.48,247.42,146.77,465.21,27.72,57.99,6.98,457.855,62.82,24.59,2.15,16.77,107.96,97.04,383.52,101.46,53.6,62.98,110.42,37.2,16.17,42.21,83.89,29.23,298.26,64.5,66.52,201.56,50.22,123.62,29.37,45.63,187.74,38.37,128.84,18.09,46.65,15.25,115.12,106.09,9.68,29.21,25.7733,35.235,0,14.455,50.45,99.495,80.82,30.79,20.0233,50.01,3.19,38.125,13.77,31.32,57.96,80.93,32.565,1.59,32.11,42.22,83.64,0.38,15.66,40.76,23,28.72,87.14,29.62,99.38,63.97,283.6,89.3,100.86,53.63,383.625,17.82,441.35,500.54,171.2,34.655,18.59,11.93,67.015,68.595,11.41,61.89,80.42,55.595,139.24,53.82,116.65,0,204.68,62.21,68.79,4.92,232.16,8.64,38.86,109.84,85.39,70.55,2.165,7.24,57.145,10.665,25.665,38.22,9.78,39.41,38.9,105.79,136.22,2.61,623.59,143.45,94.71,58.64,120.05,195.26,81.59,154.57,168.78,142.33,248.23,106.05,103.48,186.27,178.28,216.25,202.65,74.76,206.01,278.2,225.02,119.81
419.62,43.1,63.62,167.25,54.72,50.13,147.15,146.89,33.665,47.07,118.87,62.4,71.79,92.765,81.63,330.92,113.46,63.055,61.04,42.905,84.745,35.28,70.97,55.21,64.5,31.89,113.425,48.445,92.1,24.84,122.54,53.63,40.34,163.85,121.985,66,116.43,63.54,70.26,39.37,92.41,119.15,71.4,53.55,97.43,102.325,191.03,140.87,101.2,51.08,90.74,120.84,181.41,62.99,99.555,123.58,155.12,181.11,156.12,60.35,100.26,108.32,50.01,136.42,208.45,145.63,107.87,50.64,67.5933,72.07,20.71,78.18,67.05,52.12,75.32,0,99.735,16.46,72.86,420.42,79.935,147.29,106.98,131.78,140.01,95.77,112.41,57.9,143.56,60.85,93.14,60.02,146.13,113.57,42.14,77.57,105.7,110.2,73.12,33.43,45.43,59.8,202.53,184.405,55.685,60.045,158.775,123.96,135.2,66.96,89.49,189.03,137.59,63.9,207.96,180.19,63.35,111.39,440.22,30.25,63.34,25.13,110.395,118.975,79.455,39.23,144.95,152.46,141.45,90.85,257.22,95.74,54.52,199.31,71.95,111.13,40.81,258.63,160.26,79.43,57.46,110.45,95.09,60.09,71.48,50.25,87.76,62.28,63.22,77.49,73.65,39.29,85.12,52.97,75.36,51.34
118.37,29.29,47.285,155.6,68.89,4.49,120.155,123.63,27.8,65.88,19.19,48.165,183.94,10.8,62.405,68.67,91.2,35.645,110.015,29.84,76.825,5.50667,75.025,34.85,88.83,11.065,90.555,17.865,38.11,42.59,13.7,26.7,75.79,92.7,32.71,10.79,79.42,61.52,14.37,7.28,58.34,39.76,24.06,32.63,39.6,21.775,21.13,16.05,85.11,36.31,26.86,38.37,25.78,62.06,28.94,56.76,67.94,58.02,93.13,42.55,132.237,98.8175,120.15,65.41,85.55,23.13,60.27,0,7.37333,102.71,100.91,69.495,10.22,151.47,55.06,159.86,36.125,32.97,57.28,0,22.195,55.165,55.28,29.86,0,14.63,55.49,49.12,82.5,54.62,21.13,32.77,56.41,73.89,16.585,57.04,9.55,43.94,49.55,89.4,9.64,8.48,0,102.685,42.255,57.645,7.09,40.265,65.77,33.01,29.66,26.93,2.37,195.645,19.73,66.21,0,10.85,45.72,0,94.21,0,125.21,89.765,44.22,129.67,103.43,16.68,137.93,60.24,55.26,15.92,59.38,33.48,0,71.74,416.45,89.03,73.84,21,42.17,28.9,0,37.88,11.24,6.81,28.58,9.4,0,10.58,0,4.49,0,0,16.82,0
15.4,67.52,129.375,92.82,73.95,20.88,37.23,72.13,189.185,23.56,6.38,44.065,42.86,20.79,24.86,2.61,44.36,26.14,220.455,15.135,14.16,9.60667,118.205,262.01,347.59,10.715,24.06,198.72,4.98,28.06,14.395,24.09,143.37,78.69,65.03,256.84,34.46,71.65,45.91,11.06,27.14,56.77,14.78,80.43,44.59,14.44,27.91,16.05,183.82,280.61,15.54,2.72,191.22,14.35,23.265,35.28,92.5,1.25,59.9,77.29,0,20.4625,69.51,0,0,5.38,41.87,4.61,56.6467,42.66,464.05,1.61,35.09,30.17,187.27,420.9,16.56,149.3,299.525,0,88.465,2.305,53.69,50.75,3.49,23.79,236.99,63.75,22.54,125.21,8.29,47.91,17.63,251.59,6.44,147.35,0,3.62,12.205,409.79,32.9,131.99,69.435,66.12,39.095,201.015,33.955,20.29,48.82,971.64,84.96,0,4.45,34.495,0,0.89,0,11.95,49.16,16.84,9.28,0,188.34,87.345,53.805,24,24.585,13.22,229.38,0,47.07,0,28.3,43.77,0,16.17,0,44.2,0,0,0,27.94,0,0,0,15.68,3.63,4.6,0,1.39,0,0,0,0,9.7,6.33
182.6,434.92,300.125,371.005,252.71,226.68,296.15,177.27,256.39,359.88,128.71,227.52,239.18,142.59,222.285,197.91,281.43,111.965,159.2,153.59,221.92,388.247,132.385,93.19,510.83,414.29,507.58,293.635,799.93,536.44,343.855,241.69,258.52,170.9,202.565,101.13,352.61,203.57,219.46,127.09,130.3,149.12,265.68,163.08,209.19,183.995,220.22,141.89,263.31,346.07,232.18,367.11,138.63,170.46,157.37,166.96,294.6,267.16,523.76,355.73,210.43,305.607,390.73,317.97,238.59,150.655,209.54,173.13,260.107,358.31,370.02,430.04,217.26,202.29,189.2,662.21,176.475,142.7,323.57,231.365,338.43,298.785,194.32,315.32,144.01,134.67,130.925,284.05,250.45,168.8,151.23,212.45,143.7,184.25,123.075,324.72,224.34,109.44,524.315,215.295,143.04,269.58,291.72,147.14,151.095,204.655,147.635,168.205,185.24,201.45,134.75,295.21,152.35,217.525,286.83,441.08,109.88,164.44,456.06,487.62,196.66,241.3,276.955,170.215,273.52,208.78,378.395,217.41,163.29,203.11,277.77,238.27,261.17,594.35,239.47,551.27,197.31,301.83,319.3,127.85,100.91,117.17,95.09,168.13,103.62,189.2,149.74,87.17,91.31,94.24,87,172.42,107.23,61.19,67.45,145.15
288.62,252.1,233.94,253.79,184.11,271.06,206.985,231.04,210.885,221.11,297.61,497.715,178.2,245.72,293.48,338.45,276.35,290.165,249.125,268.73,203.285,220.713,315.31,262.01,178.41,268.765,208.325,222.615,321.97,213.76,253.815,247.73,212.75,218.59,325.685,260.86,190.58,238.11,147.02,200.55,256.62,188.82,332.7,219.83,265.08,229.675,315.68,275.8,145.18,253.35,259.08,275.54,285.1,213.41,245.065,318.31,288.87,227.04,212.08,217.3,350.997,208.605,255.37,207.475,285.42,187.315,216.02,118.25,351.003,211.69,174.64,324.065,207.81,202.29,176.66,167.42,189.635,206.19,306.46,863.91,263.16,230.625,244.45,340.31,199,278.05,368.105,217.76,170.9,340.81,208.21,241.71,138.85,186.9,260.765,175.15,226.96,457.09,270.19,206.49,177.12,154.63,232.3,186.5,173.265,185.91,260.005,270.045,253.79,151.21,221.45,223.99,314.77,201.05,256.59,200.45,264.5,208.67,240.09,184.15,280.26,181.11,338.92,275.14,308.88,163.085,278.185,267.29,253.79,299.64,254.07,187.56,235.74,412.44,187.6,319.48,299.55,270.34,251.45,246.75,244.82,307.87,324.9,291.96,363.54,217.47,229.34,298.28,294.77,279.75,299.26,204.61,292.2,367.89,296.41,204.28
668.64,418.06,509.905,812.175,518.8,511.14,633.735,528.7,510.35,289.33,421.99,888.58,1154.12,911.295,789.89,584.49,777.47,429.075,1149.09,903.74,564.98,540.363,485.595,729.8,491.24,703.53,1289.89,606.635,774.79,524.05,647.96,572.19,678.24,999.27,706,395.63,648.04,625.91,858.71,461.05,789.15,827.59,592.73,419.94,400.71,830.21,1324.35,438.96,1255.63,874.49,628.04,755.38,465.89,605.52,513.56,938.74,968.1,579.02,1030.57,519.98,709.867,897.507,511.56,389.1,854.1,490.96,373.75,322.75,866.36,504.3,717.66,870.4,550.48,368.53,555.69,1071.35,406.06,529.27,917.09,586.87,1219.89,595.69,828.7,772.65,812.01,634.77,670.87,755.78,917.99,339.78,321.67,445.47,1456.76,399.64,515.79,642.28,785.7,536.95,1026.36,1179.73,788.3,738.71,316.26,375.225,832.83,342.31,504.945,618.995,849.18,545.67,371.3,561.95,421.38,839.87,560.23,669.82,611.45,394.54,781.55,891.71,478.73,686.86,793.825,1176.93,848.6,480.88,507.065,533.67,720.76,560.63,1125.33,397.22,606.23,1028.66,507.78,889.66,830.03,1214.05,690.49,534.33,545,514.16,561.87,463.06,444.75,560.69,399.85,552.08,554.29,505.08,496.12,572.92,493.86,507.14,472.9,612.6
117.56,421.22,255.425,160.95,281.93,92.25,89.275,89.29,68.15,302.26,280.03,105.74,177.38,78.44,254.645,188.12,314.57,441.845,138.645,184.995,106.325,745.88,130.08,420.01,82.52,595.49,154.41,438.395,248.69,160.05,81.865,954.35,290.77,84.82,129.71,328.22,178.55,185.29,138.88,909.63,293.76,68.92,384.86,242.73,166.27,289.675,185.2,685.44,91.55,118.73,368.92,196.17,355.98,49.9,393.615,149.58,98.66,410.31,87.74,164.13,374.897,125.497,88.14,154.555,118.15,330.495,173.85,1491.98,91.2367,141.91,140.54,368.53,67.05,150.31,110.06,54.05,400.415,164.97,193.32,156.52,179.655,151.92,83.08,97.15,130.05,356.48,116.825,408.83,125.86,228.95,810.73,416.23,113.8,308.5,574.565,67.75,155.81,126.89,90.035,101.3,113.47,150.37,335.955,106.095,43.16,438.645,608.875,259.085,223.95,92.14,868.5,74.96,241.06,40.935,287.56,197.21,533.97,213.09,107.52,102.68,63.34,363.62,48.535,73.22,174.495,217.015,74.9,225.43,114.09,125.05,107.76,616.48,152.79,217.16,361.17,113.15,349.87,103.52,129.58,425.99,133.95,254.25,214.79,238.07,361.19,137.02,358.13,326.03,684.99,395.72,570.5,246.51,578.58,540.96,355.17,855.06
207.85,730.21,510.07,487.025,544.78,283.91,244.465,251.36,178.625,707.17,581.68,255.175,474.7,193.225,496.29,566.09,737.45,940.705,332.39,447.785,318.655,1203.21,388.685,837.59,135.81,1138.27,385.015,791.975,594.59,328.19,199.255,1415.25,523,238.07,359.555,717.89,454.77,397.66,349.61,1361.43,595.4,122.39,781.02,513.52,388.75,584.275,328.36,1259.76,251.49,229.99,726.14,416.95,732.86,120.01,791.78,460.25,263.18,837.93,318.22,468.57,802.143,345.82,261.69,408.37,506.96,644.76,429.84,1587.54,213.317,244.72,295.36,795.14,161.7,330.45,239.36,124.59,839.01,361.95,423.825,446.48,442.245,429.575,249.32,313.47,423,887.88,285.31,837.52,284.86,471.01,1268.84,934.89,319.96,687.2,1052.97,241.67,411.4,410.02,302.85,272.82,542.41,292.22,612.17,210.215,95.235,778.065,1101.4,514.73,435.52,185.07,1346.03,283.41,600.06,93.78,639.14,419.73,954.58,497.53,204.7,341.32,198.86,727.22,158.795,143.96,401.685,453.405,180.01,793.7,433.09,360.11,395.68,1154.03,436,595.31,760.96,418.69,632.1,237.44,439.4,742.84,451.48,433.1,557.76,673.7,906.57,317.19,637.3,719.07,1049.63,881.57,989.08,553.43,1063.53,991.56,421.95,1290.62
202.96,237.26,178.285,416.855,245.65,231.36,215.19,379.86,139.72,385.75,261.71,117.51,194.61,372.265,187.54,369.53,367.67,82.465,150.605,225.69,247.485,335.65,282.655,179.4,181.14,370.19,312.095,352.06,312.44,259.46,251.04,122.2,367.33,126.03,329.615,328.22,304.2,199.51,161.49,258.85,117.98,166.95,182.89,214.85,209.19,176.185,164.78,232.18,145.18,133.51,405.25,294.87,277.03,124.68,232.91,121.42,311.14,299.81,355.6,138.99,294.82,192.99,385.23,364.2,498.45,256.805,254.94,121.85,81.19,154.16,292.6,186.6,125.03,227.7,113.92,101.92,569.125,362.77,232.115,122.34,2044.7,406.855,232.29,214.07,277.61,171.5,206.81,294.77,111.14,219.62,151.23,172.07,119.45,238.28,320.72,120.48,291.84,185.71,921.51,81.31,239.08,323.84,358.64,230.3,197.415,155.15,244.585,182.62,545.89,175.24,113.94,554.16,215.35,123.285,201.55,266.21,166.1,334.77,259.48,105.37,296.74,113,268.905,74.585,96.645,480.64,113.575,383.91,368.58,301.81,231.33,550.59,141.09,284.89,177.37,337.34,212.46,112.22,240.43,257.08,244,196.75,242.96,251.08,258.19,116.67,190.46,183.04,219.31,199.36,272.26,199.12,256.94,178.71,135.51,156.41
1310.32,448.62,234.725,29.345,11.18,15.02,71.475,222.91,65.47,28.26,3.37,48.715,14.84,4.075,47.605,76.68,0,17.12,0,0.275,496.31,42.7,17.665,34.85,0,282.43,49.445,920.73,0,5.48,173.43,64.92,338.38,508.72,168.475,381.54,192.59,33.15,7.16,216.55,3205.37,889.98,355.06,10.72,49.57,15.425,10.47,116.52,25.09,0,5.24,98.45,94.15,681.27,191.445,0,262.47,213.98,50.03,166.82,0,198.275,26.11,0,12.2,62.595,39.71,200.98,6.78333,78.2,1215.1,4.5,184.16,32.48,722.77,0,69.865,0,22.7,0,445.86,2.445,3,186.59,0,37.18,23.845,0,848.68,43.2,53.7,58,1256.87,13.12,66.44,538.6,204.08,1428.64,416.95,645.875,91.08,0,186.845,780.475,28.455,23.695,333.195,94.88,56.89,23.14,81.33,457.94,67.68,28.15,17.63,328.1,45.71,251.79,49.16,486.72,94.21,693.75,151.815,793.885,75.455,1228.52,924.63,9.07,312.56,0,285.7,142.79,35.1,0,233.18,83.05,11.14,956.73,1236.89,84.52,26.9,104.7,28.68,83.18,70.73,11.25,107.18,79.14,20.7,72.46,33.63,22.92,66.7,101.45,29.48,24.15
406.5,230.9,333.39,334.83,214.39,246.54,557.89,410.57,158.265,197.59,499.29,234.67,400.73,507.805,463.415,298.4,340.19,314.115,251.61,614.29,505.605,645.79,346.385,403.27,275.05,648.36,616.33,803.11,445.07,40.98,388.675,272.76,417.66,369.07,446.655,468.1,538.01,414.93,513.06,241,916.72,435.16,458.48,293.51,269.07,450.155,208.54,410.6,124.8,500.55,313.96,477.98,329.93,370.2,200.765,434.06,316.9,361.83,392.17,432.32,386.91,307.982,88.14,245.295,237.88,204.795,184.67,175.83,269.813,198.23,333.15,350.97,535.24,191.9,462.27,33.05,256.21,341.35,133.5,136.195,510.72,428.515,162.16,320.87,776.36,576.5,412.64,511.19,518.72,367.71,97.08,557.31,915.21,200.18,463.02,550.5,734.16,306.32,286.93,190.79,169.95,618.67,253.115,379.385,850.68,203.47,637.495,387.77,509.96,146.83,363.27,273.83,392.93,41.47,289,849.3,250.75,609.44,377.86,255.01,147.11,378.41,177.05,252.36,518.325,315.705,456.21,493,468.13,319.93,385.82,232.07,159.61,397.28,12.89,337.34,309.08,620.4,486.42,264.84,163.8,255.21,130.72,115.73,271.25,73.28,217.31,326.03,293.05,203.58,157.74,293.41,229.14,197.61,183.82,247.48
375.35,316.67,366.675,561.46,413.63,401.71,793.575,385.99,504.085,358.71,353.53,531.645,482.5,349.22,515.485,472.48,660.16,513.65,615.785,316.065,653.875,756.517,428.98,343.77,471.67,618.385,490.595,367.86,526.45,748.38,1853.2,423.82,409.98,455.38,497.895,515.43,503.47,445.41,801.18,572.63,843.25,280.27,359.71,600.12,494.26,497.33,514.97,464.26,431.13,358.54,538.39,308.1,476.73,415,426.895,675.28,695.67,800.98,706.42,511.55,869.783,531.778,624.8,628.825,659.8,505.35,412.59,553.31,795.063,562.46,627.27,603.055,377.74,590.8,482.34,725.74,490.84,568.85,505.32,927.445,729.375,790.765,449.87,564.12,802.02,586.56,478.92,546.29,511.03,445.21,583.44,469.66,434.73,440.04,565.775,501.11,479.43,511.27,588.225,870.385,571.46,763.48,360.015,479.35,353.945,452.545,545.11,465.335,401.02,482.32,348.96,661.93,778.65,356.855,833.43,764.7,569.22,443.26,326.7,500.31,534.47,662.24,467.545,556.085,582.525,836.545,465.365,643.81,519.07,644.55,836.69,665,581.41,996.48,458.42,614.36,820.37,418.59,687.52,538.81,459.85,652.94,498.13,534,538.6,584.35,451.78,519.63,500.01,497.29,566.39,454.19,444.17,521.99,448.21,570.18
227.41,129.09,124.125,54.295,161.9,129.67,162.14,94.33,151.5,98.8,99.96,235.86,128.42,269.93,174.415,90.3,127.51,647.295,84.58,144.895,160.115,162.36,25.525,308.45,265.9,194.555,144.03,132.65,152.78,386.46,359.49,172.48,172.96,175.31,242.075,186.5,143.46,221.85,114.48,145,344.31,162.09,112.26,282.56,188.23,180.64,394.72,130.72,220.33,191.85,198.07,157.49,58.61,237.68,120.635,139.46,78.16,67.76,217.5,415.65,105.193,282.46,88.14,86.72,48.43,95.67,135.99,95.73,206.607,110.06,91.69,110.53,557.51,130.67,210.43,180.85,92.59,80.84,127.625,273.96,489.415,142.21,183.05,208.57,107.53,181.42,59.13,180.72,222.12,185.39,119.74,143.81,276.3,73.01,119.485,137.49,211.92,74.72,167.18,333.79,111.68,141.17,157.655,188.3,246.465,152.25,94.44,129.47,291.65,428.43,155.55,151.33,57.94,255.82,137.05,104.97,128.34,148.97,123.53,192.22,90.9,216.63,45.685,260.21,270.075,98.855,109.59,207.95,59.01,193.92,120.61,34.47,161.56,413.39,133.33,161.75,130.01,241.82,231.49,65.87,125.08,114.29,155.56,132.88,51.36,122.86,86.83,140.27,87.06,154.71,65.02,166.94,84.2,159.8,141.84,73.85
189.12,29.29,8.39,34.22,17.26,20.88,75.555,38.86,35.355,71.76,53.88,19.72,18.04,16.19,43,67.08,0,22.18,0,26.83,35.14,10.64,19.935,30.22,40.21,28.105,31.025,42.33,0,14.35,25.25,27.57,18.41,216.82,106.04,92.1,62.43,36.19,6.26,12,123.67,66.49,30.56,27.65,41.6,15.615,24.04,52.59,34.73,5.21,9.36,26.15,47.07,72.34,89.35,0,11.02,64.76,32.09,94.25,10.47,12.735,7.54,17.305,67.97,32.195,27.81,15.44,32.88,43.88,94.45,3.75,31.53,16.31,123.57,1.14,25.705,15.63,26.14,7.075,38.565,23.715,2.21,64.39,2.84,245.32,37.115,24.75,210.96,60.85,28.04,20.65,75,36.89,30.62,52.58,25.13,95.83,35.875,0,0.7,9.86,87.795,99.015,125.57,67.895,27.795,62.26,201.37,34.1,47.8,50.57,114.45,21.2,19.03,49.27,117.9,42.89,57.17,28.46,25.83,59.69,18.2,63.405,40.67,5.115,128.435,52.16,91.73,14.44,82.93,97.75,97.29,25.06,10.53,97.07,21.04,377.42,284.61,85.37,79.98,79.75,81.17,78.05,154.74,50.25,92.38,123.36,84.5,61.58,57.17,39.98,61.18,74.34,95.93,25.09
236.38,293.39,360.785,211.075,262.79,332.92,163.935,212.76,313.255,282.27,201.54,250.85,135.73,372.365,233.76,128.11,299.25,205.855,208.305,414.94,320.49,213.3,431.015,224.87,190.22,196.225,299.995,237.49,262,41.78,184.21,110.92,792.06,257.58,165.495,215.63,346.55,297.05,245.78,120.49,92.41,289.17,187.54,205.89,161.28,277.535,386.91,90.13,371.93,340.61,373.07,318.28,226.94,161.12,114.57,283.38,557.92,271.81,85.04,379.64,377.257,470.8,286.08,145.94,218.93,197.665,284.12,90.32,61.12,149.26,167.26,259.685,376.56,269.27,184.38,111.16,205.39,567.2,91.865,332.97,94.175,241.315,175.81,331.97,141.34,110.62,370.59,239.21,113.35,221.69,31,218.5,87.93,285.36,519.21,202.09,376.91,827.67,148.83,158.625,322.75,146.83,108.505,200.185,381.125,260.93,125.735,114.4,143.27,236.35,122.99,184.67,212.5,215.27,211.52,106.59,170.13,478.7,241.23,32.04,569.39,101.16,374.605,572.705,94.84,179.735,103.335,401.58,253.07,391.83,152.55,320.44,328.78,137.4,209.61,222.02,174.64,89.03,99.65,195.26,210.73,138.27,328.07,269.32,229.11,193.62,187.68,137.86,197.93,212.02,164.03,156,189.36,202.54,117.3,73.85
0,13.37,16.535,15.365,0,0,20.575,3.61,13.99,37.67,0,17.78,2.06,16.22,0,47.91,29.61,13.93,17.69,36.06,68.555,1202.51,32.66,129.33,31.22,890.18,18.33,312.785,184.09,33.71,238.1,21.49,301.81,28.91,6.575,26.85,116.43,15.93,10.76,0,23.36,0.89,355.99,0,23.66,24.735,0,20.11,27.23,19.98,36.13,75.03,19.57,0,15.165,0,93.18,215.52,7.89,25.65,0,5.1525,0,0,0,11.915,19.15,25.37,1.34667,31.63,4.12,36.805,13.77,27.86,18.42,18.78,18.19,0,26.42,127.4,9.075,28.71,1.42,0,6.74,41.41,88.55,19.87,14.52,8.93,14.22,207.4,42.68,7.83,250.37,34.75,565.61,462.8,7.08,148.445,5.17,42.41,70.645,25.015,5.225,14.055,16.275,27.455,39.13,25.34,9.7,0,0,29.51,0,14.59,0,186.55,34.28,15.06,15.9,127.81,17.17,0.81,51.325,7.24,21.18,5.61,0,4.05,24.81,345.86,85.62,0,0,5.65,0,45.64,0,0,0,37.53,0,0,0,0,0.86,0,0,0,0,0,7.84,3.66,0,26.02
0,449.67,928.8,189.76,808.85,1273.93,1140.86,980.96,495.41,928.54,2075.51,173.04,658.53,949.54,1006.66,1187.31,1163.47,2560.59,239.9,1017.8,1849.79,3142.19,566.8,1152.13,378.02,2749.87,760.625,1647.41,643.63,0,710.03,1546.64,1667.32,158.56,2189.46,1528.55,1316.1,417.98,615.91,1446.55,795.91,54.34,1153.86,1194.78,1342.12,433.68,251.37,1926.32,161.28,1111.42,975.72,1839.21,2283.09,324.48,1269.28,1197.75,1003.44,1839.69,1353.14,709.9,2091.18,1437.76,271.62,829.06,1941.29,749.95,1914.4,1261.28,582.443,483.67,582.08,1923.7,1074.58,555.16,67.6,0,1019.33,583.69,465.515,1599.13,156.665,2592.03,515.75,810.37,2421.26,1748.08,948.94,662.27,446.71,937.86,2141.19,3643.99,552.59,677.1,2550.67,1454.36,3422.43,993.87,2375.34,641.085,1657.12,1420.59,1469.48,626.25,778.665,1077.41,1293.51,704.13,73.04,23.14,1431.62,1238.95,3608.62,60.27,994.47,2160.7,770.4,2603.28,381.26,115.21,677.18,2014.91,254.48,1447.79,1089.84,1428.47,150.72,2484.98,652.62,537.29,928.17,1916.14,433.04,0,363.53,626.98,932.68,15.35,681.59,779.05,645.32,847.52,765.74,923.27,834.24,436.04,500.01,945.62,1283.69,1180.12,1277.56,1621.95,1217.67,610.29,586.92,1564.27
68.06,801.78,1161.42,263.54,1177.98,1721.88,1157.04,1129.88,622.19,1010.74,2575.71,262.825,1015.27,830.21,1096.13,1611.11,1388.7,3265.77,321.63,1453.84,2240.09,4069.04,658.81,1363.88,594.22,3322.34,946.555,2205.42,796.06,34.52,933.59,1840.5,2233.7,347.58,2789.16,1506.95,1858.98,549.94,899.39,1488.48,1165.27,121.58,1521.35,1520.28,1793.59,566.07,453.35,2372.36,390.23,1322.44,933.97,2309.39,2995.12,396.34,1588.31,1457.61,1266.78,2237.55,1595.46,738.79,2388.01,1936.52,295.13,947.85,2364.1,950.785,1830.77,1628.52,782.17,683.09,705.67,2523.49,867.03,779.89,102.34,45.65,1272.55,793.3,622.63,1823.58,274.49,3342.8,701.59,691.81,2724.15,2234.12,758.13,918.19,599.04,612.09,2339.63,3832.68,574.36,730.47,2461.66,1738.13,3894.6,939.4,2481.33,696.89,1569.13,1857.71,1652.08,612.585,1052.56,1449.2,1414,825.385,261.04,104.18,1656.8,1516.02,4394.6,104.95,1341.21,2812.01,1180.78,3140.86,509.14,217.32,526.82,2336.23,305.785,1178.33,1500.88,1818.11,245.395,3185.74,881.52,773.2,1201.89,2258.77,703.79,48.45,508.56,790.84,979.68,174.71,1043.83,1178.88,870.87,882.29,755.55,1271.07,1080.31,589.6,786.54,1158.53,1667.23,1317.71,1493.86,2054.22,1583.67,829.37,894.21,1609.52
188.3,442.3,536.875,398.575,313.14,172.93,132.64,122.62,233.265,436.28,722.67,46.34,290.81,489.89,386.475,1000.65,324.8,304.235,1322.26,1241.61,632.43,940.73,212.965,707.49,290.62,947.575,292.095,1216.02,345.79,234.96,716.295,923.05,641.9,94.45,269.445,752.13,494.33,471.81,535.23,1521.58,54.56,166.95,529.33,328.35,300,567.125,180.34,675.36,162.35,591.92,583.2,566.43,428.89,269.41,150.035,434.06,420.84,288.12,165.13,556.65,384.047,466.46,121.93,300,271.15,210.14,221.43,964.76,726.21,160.28,303.66,805.115,420.12,645.92,163.15,289.99,242.395,219.38,443.205,381.97,182.535,371.695,215.3,37.12,502,572.18,466.095,668.12,400.28,717.74,336.29,749.42,250.43,264.91,745.305,382.72,1227.48,434.3,151.62,667.205,478.97,488.35,694.045,298.915,172.5,247.78,483.125,185.765,388.98,128.25,1072.24,359.1,266.92,265.765,433.36,145.39,180.58,682.57,408.5,222.7,107.44,2282.82,173.175,212.64,638.855,517.36,249.665,259.17,166.11,358.64,147.97,498.47,285.65,269.82,310.15,287.6,184.52,153.61,336.02,272.6,185.63,188.13,239.83,167.26,163.05,427.25,324.76,275.48,272.44,211.18,210.55,338.48,265.28,219.81,158.47,480.69
